scene_id,os_grid_pair,os_grid_ref,laz_path,laz_exists,laz_size_mb,laz_point_count,laz_readable,scene_marker_path,scene_marker_exists,split,dsm_height,dsm_width,n_valid,valid_fraction,n_tiles,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,centre_lat,centre_lon,gsd
EN_TF5078_P_12834_20221125_20221125,TF,TF5078,/data/data/england_raw/TF5078_P_12834_20221125_20221125.copc.laz,True,3.01,680491,True,/data/england_tiles/train/EN_TF5078_P_12834_20221125_20221125/_scene_EN_TF5078_P_12834_20221125_20221125.npz,True,train,2591,1034,517835,0.1933,35,551483.0,378704.5,552000.0,380000.0,53.289415,0.274967,0.5
EN_TF5080_P_12834_20221125_20221125,TF,TF5080,/data/data/england_raw/TF5080_P_12834_20221125_20221125.copc.laz,True,17.81,4051159,True,/data/england_tiles/train/EN_TF5080_P_12834_20221125_20221125/_scene_EN_TF5080_P_12834_20221125_20221125.npz,True,train,4000,2739,3458517,0.3157,127,550630.5,380000.0,552000.0,382000.0,53.304336,0.269362,0.5
EN_TF5082_P_12834_20221125_20221125,TF,TF5082,/data/data/england_raw/TF5082_P_12834_20221125_20221125.copc.laz,True,37.53,8102150,True,/data/england_tiles/train/EN_TF5082_P_12834_20221125_20221125/_scene_EN_TF5082_P_12834_20221125_20221125.npz,True,train,4000,4000,6650915,0.4157,228,550000.0,382000.0,552000.0,384000.0,53.322389,0.265587,0.5
EN_TF5084_P_12607_20220416_20220421,TF,TF5084,/data/data/england_raw/TF5084_P_12607_20220416_20220421.copc.laz,True,30.46,5317291,True,/data/england_tiles/train/EN_TF5084_P_12607_20220416_20220421/_scene_EN_TF5084_P_12607_20220416_20220421.npz,True,train,4000,4000,4405965,0.2754,181,550000.0,384000.0,552000.0,386000.0,53.340352,0.266539,0.5
EN_TF5084_P_12831_20221124_20221124,TF,TF5084,/data/data/england_raw/TF5084_P_12831_20221124_20221124.copc.laz,True,0.09,19857,True,/data/england_tiles/train/EN_TF5084_P_12831_20221124_20221124/_scene_EN_TF5084_P_12831_20221124_20221124.npz,True,train,301,485,17474,0.1197,2,550815.5,385849.5,551058.0,386000.0,53.348676,0.26603,0.5
EN_TF5084_P_12834_20221125_20221125,TF,TF5084,/data/data/england_raw/TF5084_P_12834_20221125_20221125.copc.laz,True,41.0,8236960,True,/data/england_tiles/train/EN_TF5084_P_12834_20221125_20221125/_scene_EN_TF5084_P_12834_20221125_20221125.npz,True,train,4000,4000,6889879,0.4306,256,550000.0,384000.0,552000.0,386000.0,53.340352,0.266539,0.5
EN_TF5086_P_12607_20220416_20220421,TF,TF5086,/data/data/england_raw/TF5086_P_12607_20220416_20220421.copc.laz,True,25.72,4609618,True,/data/england_tiles/train/EN_TF5086_P_12607_20220416_20220421/_scene_EN_TF5086_P_12607_20220416_20220421.npz,True,train,4000,4000,3862477,0.2414,189,550000.0,386000.0,552000.0,388000.0,53.358316,0.267492,0.5
EN_TF5086_P_12831_20221124_20221124,TF,TF5086,/data/data/england_raw/TF5086_P_12831_20221124_20221124.copc.laz,True,23.9,4447868,True,/data/england_tiles/train/EN_TF5086_P_12831_20221124_20221124/_scene_EN_TF5086_P_12831_20221124_20221124.npz,True,train,4000,3642,4123488,0.2831,165,550000.0,386000.0,551821.0,388000.0,53.358341,0.266149,0.5
EN_TF5086_P_12834_20221125_20221125,TF,TF5086,/data/data/england_raw/TF5086_P_12834_20221125_20221125.copc.laz,True,23.68,5554390,True,/data/england_tiles/train/EN_TF5086_P_12834_20221125_20221125/_scene_EN_TF5086_P_12834_20221125_20221125.npz,True,train,4000,4000,5083812,0.3177,234,550000.0,386000.0,552000.0,388000.0,53.358316,0.267492,0.5
EN_TF5088_P_12607_20220416_20220421,TF,TF5088,/data/data/england_raw/TF5088_P_12607_20220416_20220421.copc.laz,True,4.32,730269,True,/data/england_tiles/train/EN_TF5088_P_12607_20220416_20220421/_scene_EN_TF5088_P_12607_20220416_20220421.npz,True,train,4000,2770,729314,0.0658,66,550000.0,388000.0,551385.0,390000.0,53.376366,0.263828,0.5
EN_TF5088_P_12831_20221124_20221124,TF,TF5088,/data/data/england_raw/TF5088_P_12831_20221124_20221124.copc.laz,True,14.17,3148392,True,/data/england_tiles/train/EN_TF5088_P_12831_20221124_20221124/_scene_EN_TF5088_P_12831_20221124_20221124.npz,True,train,4000,2642,3030412,0.2868,128,550000.0,388000.0,551321.0,390000.0,53.376376,0.263348,0.5
EN_TF5088_P_12834_20221125_20221125,TF,TF5088,/data/data/england_raw/TF5088_P_12834_20221125_20221125.copc.laz,True,0.53,149195,True,/data/england_tiles/train/EN_TF5088_P_12834_20221125_20221125/_scene_EN_TF5088_P_12834_20221125_20221125.npz,True,train,465,3263,146807,0.0968,13,550000.0,388000.0,551631.5,388232.5,53.368394,0.265258,0.5
EN_TF5090_P_12607_20220416_20220421,TF,TF5090,/data/data/england_raw/TF5090_P_12607_20220416_20220421.copc.laz,True,1.57,298007,True,/data/england_tiles/train/EN_TF5090_P_12607_20220416_20220421/_scene_EN_TF5090_P_12607_20220416_20220421.npz,True,train,3245,1777,297529,0.0516,24,550000.0,390000.0,550888.5,391622.5,53.392705,0.260962,0.5
EN_TF5090_P_12831_20221124_20221124,TF,TF5090,/data/data/england_raw/TF5090_P_12831_20221124_20221124.copc.laz,True,3.13,740510,True,/data/england_tiles/train/EN_TF5090_P_12831_20221124_20221124/_scene_EN_TF5090_P_12831_20221124_20221124.npz,True,train,3949,1367,716649,0.1328,41,550000.0,390000.0,550683.5,391974.5,53.394315,0.259505,0.5
EN_TF5092_P_12607_20220416_20220421,TF,TF5092,/data/data/england_raw/TF5092_P_12607_20220416_20220421.copc.laz,True,0.0,92,True,,False,none,,,,,,,,,,,,
EN_TF5200ne_P_12535_20220127_20220130,TF,TF5200ne,/data/data/england_raw/TF5200ne_P_12535_20220127_20220130.copc.laz,True,20.19,6124434,True,/data/england_tiles/train/EN_TF5200ne_P_12535_20220127_20220130/_scene_EN_TF5200ne_P_12535_20220127_20220130.npz,True,train,1000,1000,987967,0.988,16,552500.0,300500.0,553000.0,301000.0,52.583105,0.253099,0.5
EN_TF5200nw_P_12535_20220127_20220130,TF,TF5200nw,/data/data/england_raw/TF5200nw_P_12535_20220127_20220130.copc.laz,True,18.72,5834724,True,/data/england_tiles/train/EN_TF5200nw_P_12535_20220127_20220130/_scene_EN_TF5200nw_P_12535_20220127_20220130.npz,True,train,1000,1000,983052,0.9831,16,552000.0,300500.0,552500.0,301000.0,52.583245,0.245725,0.5
EN_TF5200se_P_12535_20220127_20220130,TF,TF5200se,/data/data/england_raw/TF5200se_P_12535_20220127_20220130.copc.laz,True,48.55,9626022,True,/data/england_tiles/train/EN_TF5200se_P_12535_20220127_20220130/_scene_EN_TF5200se_P_12535_20220127_20220130.npz,True,train,1000,1000,997200,0.9972,16,552500.0,300000.0,553000.0,300500.0,52.578613,0.252868,0.5
EN_TF5201ne_P_12535_20220127_20220130,TF,TF5201ne,/data/data/england_raw/TF5201ne_P_12535_20220127_20220130.copc.laz,True,3.0,712298,True,/data/england_tiles/train/EN_TF5201ne_P_12535_20220127_20220130/_scene_EN_TF5201ne_P_12535_20220127_20220130.npz,True,train,614,1000,185954,0.3029,8,552500.0,301500.0,553000.0,301807.0,52.591221,0.253515,0.5
EN_TF5201nw_P_12535_20220127_20220130,TF,TF5201nw,/data/data/england_raw/TF5201nw_P_12535_20220127_20220130.copc.laz,True,0.37,141625,True,/data/england_tiles/train/EN_TF5201nw_P_12535_20220127_20220130/_scene_EN_TF5201nw_P_12535_20220127_20220130.npz,True,train,188,1000,45080,0.2398,4,552000.0,301500.0,552500.0,301594.0,52.590404,0.246091,0.5
EN_TF5201se_P_12535_20220127_20220130,TF,TF5201se,/data/data/england_raw/TF5201se_P_12535_20220127_20220130.copc.laz,True,17.17,5457642,True,/data/england_tiles/train/EN_TF5201se_P_12535_20220127_20220130/_scene_EN_TF5201se_P_12535_20220127_20220130.npz,True,train,1000,1000,993950,0.994,16,552500.0,301000.0,553000.0,301500.0,52.587596,0.253329,0.5
EN_TF5201sw_P_12535_20220127_20220130,TF,TF5201sw,/data/data/england_raw/TF5201sw_P_12535_20220127_20220130.copc.laz,True,15.45,4948180,True,/data/england_tiles/train/EN_TF5201sw_P_12535_20220127_20220130/_scene_EN_TF5201sw_P_12535_20220127_20220130.npz,True,train,1000,1000,964444,0.9644,16,552000.0,301000.0,552500.0,301500.0,52.587736,0.245955,0.5
EN_TF5226_P_12489_20220105_20220105,TF,TF5226,/data/data/england_raw/TF5226_P_12489_20220105_20220105.copc.laz,True,43.19,10206219,True,/data/england_tiles/train/EN_TF5226_P_12489_20220105_20220105/_scene_EN_TF5226_P_12489_20220105_20220105.npz,True,train,4000,4000,8615910,0.5385,256,552000.0,326000.0,554000.0,328000.0,52.818828,0.268985,0.5
EN_TF5228_P_12489_20220105_20220105,TF,TF5228,/data/data/england_raw/TF5228_P_12489_20220105_20220105.copc.laz,True,42.53,12369251,True,/data/england_tiles/train/EN_TF5228_P_12489_20220105_20220105/_scene_EN_TF5228_P_12489_20220105_20220105.npz,True,train,4000,4000,10005374,0.6253,256,552000.0,328000.0,554000.0,330000.0,52.836793,0.269921,0.5
EN_TF5230_P_12489_20220105_20220105,TF,TF5230,/data/data/england_raw/TF5230_P_12489_20220105_20220105.copc.laz,True,36.68,9278244,True,/data/england_tiles/train/EN_TF5230_P_12489_20220105_20220105/_scene_EN_TF5230_P_12489_20220105_20220105.npz,True,train,4000,4000,8212544,0.5133,256,552000.0,330000.0,554000.0,332000.0,52.854757,0.270859,0.5
EN_TF5232_P_12489_20220105_20220105,TF,TF5232,/data/data/england_raw/TF5232_P_12489_20220105_20220105.copc.laz,True,23.66,6333298,True,/data/england_tiles/train/EN_TF5232_P_12489_20220105_20220105/_scene_EN_TF5232_P_12489_20220105_20220105.npz,True,train,4000,4000,5992369,0.3745,256,552000.0,332000.0,554000.0,334000.0,52.872722,0.271797,0.5
EN_TF5232_P_12836_20221125_20221125,TF,TF5232,/data/data/england_raw/TF5232_P_12836_20221125_20221125.copc.laz,True,0.07,20331,True,/data/england_tiles/train/EN_TF5232_P_12836_20221125_20221125/_scene_EN_TF5232_P_12836_20221125_20221125.npz,True,train,659,247,16040,0.0985,2,553876.5,333638.0,554000.0,333967.5,52.879665,0.286105,0.5
EN_TF5234_P_12489_20220105_20220105,TF,TF5234,/data/data/england_raw/TF5234_P_12489_20220105_20220105.copc.laz,True,29.94,5221127,True,/data/england_tiles/test/EN_TF5234_P_12489_20220105_20220105/_scene_EN_TF5234_P_12489_20220105_20220105.npz,True,test,4000,4000,5126941,0.3204,256,552000.0,334000.0,554000.0,336000.0,52.890686,0.272737,0.5
EN_TF5236_P_12489_20220105_20220105,TF,TF5236,/data/data/england_raw/TF5236_P_12489_20220105_20220105.copc.laz,True,28.96,4897719,True,/data/england_tiles/test/EN_TF5236_P_12489_20220105_20220105/_scene_EN_TF5236_P_12489_20220105_20220105.npz,True,test,4000,4000,4791447,0.2995,256,552000.0,336000.0,554000.0,338000.0,52.908651,0.273677,0.5
EN_TF5238_P_12489_20220105_20220105,TF,TF5238,/data/data/england_raw/TF5238_P_12489_20220105_20220105.copc.laz,True,38.64,6565636,True,/data/england_tiles/train/EN_TF5238_P_12489_20220105_20220105/_scene_EN_TF5238_P_12489_20220105_20220105.npz,True,train,4000,4000,6262203,0.3914,256,552000.0,338000.0,554000.0,340000.0,52.926615,0.274619,0.5
EN_TF5240_P_12489_20220105_20220105,TF,TF5240,/data/data/england_raw/TF5240_P_12489_20220105_20220105.copc.laz,True,33.69,5775631,True,/data/england_tiles/train/EN_TF5240_P_12489_20220105_20220105/_scene_EN_TF5240_P_12489_20220105_20220105.npz,True,train,4000,4000,5559296,0.3475,240,552000.0,340000.0,554000.0,342000.0,52.94458,0.275561,0.5
EN_TF5256_P_12834_20221125_20221125,TF,TF5256,/data/data/england_raw/TF5256_P_12834_20221125_20221125.copc.laz,True,0.26,90107,True,/data/england_tiles/train/EN_TF5256_P_12834_20221125_20221125/_scene_EN_TF5256_P_12834_20221125_20221125.npz,True,train,648,529,77138,0.225,8,553735.5,357676.0,554000.0,358000.0,53.09557,0.296484,0.5
EN_TF5274_P_12607_20220416_20220421,TF,TF5274,/data/data/england_raw/TF5274_P_12607_20220416_20220421.copc.laz,True,0.07,12967,True,/data/england_tiles/train/EN_TF5274_P_12607_20220416_20220421/_scene_EN_TF5274_P_12607_20220416_20220421.npz,True,train,412,149,9768,0.1591,2,553925.5,375794.0,554000.0,376000.0,53.257742,0.306589,0.5
EN_TF5276_P_12607_20220416_20220421,TF,TF5276,/data/data/england_raw/TF5276_P_12607_20220416_20220421.copc.laz,True,5.73,1400826,True,/data/england_tiles/train/EN_TF5276_P_12607_20220416_20220421/_scene_EN_TF5276_P_12607_20220416_20220421.npz,True,train,4000,1671,1284891,0.1922,68,553164.5,376000.0,554000.0,378000.0,53.267758,0.301422,0.5
EN_TF5276_P_12834_20221125_20221125,TF,TF5276,/data/data/england_raw/TF5276_P_12834_20221125_20221125.copc.laz,True,4.14,1208107,True,/data/england_tiles/train/EN_TF5276_P_12834_20221125_20221125/_scene_EN_TF5276_P_12834_20221125_20221125.npz,True,train,3275,1374,1002939,0.2229,49,553313.0,376362.5,554000.0,378000.0,53.269365,0.302622,0.5
EN_TF5278_P_12607_20220416_20220421,TF,TF5278,/data/data/england_raw/TF5278_P_12607_20220416_20220421.copc.laz,True,21.97,4014114,True,/data/england_tiles/train/EN_TF5278_P_12607_20220416_20220421/_scene_EN_TF5278_P_12607_20220416_20220421.npz,True,train,4000,3123,3677929,0.2944,166,552438.5,378000.0,554000.0,380000.0,53.285826,0.296947,0.5
EN_TF5278_P_12834_20221125_20221125,TF,TF5278,/data/data/england_raw/TF5278_P_12834_20221125_20221125.copc.laz,True,28.93,7122825,True,/data/england_tiles/train/EN_TF5278_P_12834_20221125_20221125/_scene_EN_TF5278_P_12834_20221125_20221125.npz,True,train,4000,4000,6161716,0.3851,213,552000.0,378000.0,554000.0,380000.0,53.285889,0.293661,0.5
EN_TF5280_P_12607_20220416_20220421,TF,TF5280,/data/data/england_raw/TF5280_P_12607_20220416_20220421.copc.laz,True,33.39,5429954,True,/data/england_tiles/train/EN_TF5280_P_12607_20220416_20220421/_scene_EN_TF5280_P_12607_20220416_20220421.npz,True,train,4000,4000,5129552,0.3206,241,552000.0,380000.0,554000.0,382000.0,53.303853,0.294624,0.5
EN_TF5280_P_12834_20221125_20221125,TF,TF5280,/data/data/england_raw/TF5280_P_12834_20221125_20221125.copc.laz,True,37.46,8060914,True,/data/england_tiles/train/EN_TF5280_P_12834_20221125_20221125/_scene_EN_TF5280_P_12834_20221125_20221125.npz,True,train,4000,4000,6926622,0.4329,256,552000.0,380000.0,554000.0,382000.0,53.303853,0.294624,0.5
EN_TF5282_P_12607_20220416_20220421,TF,TF5282,/data/data/england_raw/TF5282_P_12607_20220416_20220421.copc.laz,True,12.74,2501415,True,/data/england_tiles/train/EN_TF5282_P_12607_20220416_20220421/_scene_EN_TF5282_P_12607_20220416_20220421.npz,True,train,4000,4000,2424554,0.1515,138,552000.0,382000.0,554000.0,384000.0,53.321815,0.295588,0.5
EN_TF5282_P_12834_20221125_20221125,TF,TF5282,/data/data/england_raw/TF5282_P_12834_20221125_20221125.copc.laz,True,15.06,3883443,True,/data/england_tiles/train/EN_TF5282_P_12834_20221125_20221125/_scene_EN_TF5282_P_12834_20221125_20221125.npz,True,train,4000,3998,3807857,0.2381,192,552000.0,382000.0,553999.0,384000.0,53.321816,0.29558,0.5
EN_TF5284_P_12607_20220416_20220421,TF,TF5284,/data/data/england_raw/TF5284_P_12607_20220416_20220421.copc.laz,True,0.61,100769,True,/data/england_tiles/train/EN_TF5284_P_12607_20220416_20220421/_scene_EN_TF5284_P_12607_20220416_20220421.npz,True,train,2982,735,92326,0.0421,11,552000.0,384000.0,552367.5,385491.0,53.337728,0.284181,0.5
EN_TF5284_P_12834_20221125_20221125,TF,TF5284,/data/data/england_raw/TF5284_P_12834_20221125_20221125.copc.laz,True,6.64,1645438,True,/data/england_tiles/train/EN_TF5284_P_12834_20221125_20221125/_scene_EN_TF5284_P_12834_20221125_20221125.npz,True,train,4000,2425,1625155,0.1675,91,552000.0,384000.0,553212.5,386000.0,53.339892,0.290644,0.5
EN_TF5286_P_12607_20220416_20220421,TF,TF5286,/data/data/england_raw/TF5286_P_12607_20220416_20220421.copc.laz,True,0.13,19428,True,/data/england_tiles/train/EN_TF5286_P_12607_20220416_20220421/_scene_EN_TF5286_P_12607_20220416_20220421.npz,True,train,1262,633,19228,0.0241,3,552000.0,386170.5,552316.5,386801.5,53.353367,0.284634,0.5
EN_TF5286_P_12834_20221125_20221125,TF,TF5286,/data/data/england_raw/TF5286_P_12834_20221125_20221125.copc.laz,True,0.27,56695,True,/data/england_tiles/train/EN_TF5286_P_12834_20221125_20221125/_scene_EN_TF5286_P_12834_20221125_20221125.npz,True,train,1788,765,53355,0.039,6,552000.0,386000.0,552382.5,386894.0,53.353008,0.285111,0.5
EN_TF5400ne_P_12535_20220127_20220130,TF,TF5400ne,/data/data/england_raw/TF5400ne_P_12535_20220127_20220130.copc.laz,True,24.83,6383102,True,/data/england_tiles/train/EN_TF5400ne_P_12535_20220127_20220130/_scene_EN_TF5400ne_P_12535_20220127_20220130.npz,True,train,1000,1000,989598,0.9896,16,554500.0,300500.0,555000.0,301000.0,52.58254,0.282592,0.5
EN_TF5400nw_P_12535_20220127_20220130,TF,TF5400nw,/data/data/england_raw/TF5400nw_P_12535_20220127_20220130.copc.laz,True,24.29,6037010,True,/data/england_tiles/train/EN_TF5400nw_P_12535_20220127_20220130/_scene_EN_TF5400nw_P_12535_20220127_20220130.npz,True,train,1000,1000,983905,0.9839,16,554000.0,300500.0,554500.0,301000.0,52.582682,0.275219,0.5
EN_TF5400se_P_12535_20220127_20220130,TF,TF5400se,/data/data/england_raw/TF5400se_P_12535_20220127_20220130.copc.laz,True,28.12,6773878,True,/data/england_tiles/train/EN_TF5400se_P_12535_20220127_20220130/_scene_EN_TF5400se_P_12535_20220127_20220130.npz,True,train,1000,1000,994822,0.9948,16,554500.0,300000.0,555000.0,300500.0,52.578048,0.282359,0.5
EN_TF5400sw_P_12535_20220127_20220130,TF,TF5400sw,/data/data/england_raw/TF5400sw_P_12535_20220127_20220130.copc.laz,True,22.44,6334346,True,/data/england_tiles/train/EN_TF5400sw_P_12535_20220127_20220130/_scene_EN_TF5400sw_P_12535_20220127_20220130.npz,True,train,1000,1000,997246,0.9972,16,554000.0,300000.0,554500.0,300500.0,52.57819,0.274986,0.5
EN_TF5401ne_P_12535_20220127_20220130,TF,TF5401ne,/data/data/england_raw/TF5401ne_P_12535_20220127_20220130.copc.laz,True,10.19,3133560,True,/data/england_tiles/train/EN_TF5401ne_P_12535_20220127_20220130/_scene_EN_TF5401ne_P_12535_20220127_20220130.npz,True,train,882,1000,704925,0.7992,16,554500.0,301500.0,555000.0,301941.0,52.591257,0.283046,0.5
EN_TF5401nw_P_12535_20220127_20220130,TF,TF5401nw,/data/data/england_raw/TF5401nw_P_12535_20220127_20220130.copc.laz,True,9.04,2664620,True,/data/england_tiles/train/EN_TF5401nw_P_12535_20220127_20220130/_scene_EN_TF5401nw_P_12535_20220127_20220130.npz,True,train,1000,1000,912669,0.9127,16,554000.0,301500.0,554500.0,302000.0,52.591664,0.275684,0.5
EN_TF5401se_P_12535_20220127_20220130,TF,TF5401se,/data/data/england_raw/TF5401se_P_12535_20220127_20220130.copc.laz,True,21.38,6133689,True,/data/england_tiles/train/EN_TF5401se_P_12535_20220127_20220130/_scene_EN_TF5401se_P_12535_20220127_20220130.npz,True,train,1000,1000,999425,0.9994,16,554500.0,301000.0,555000.0,301500.0,52.587031,0.282826,0.5
EN_TF5401sw_P_12535_20220127_20220130,TF,TF5401sw,/data/data/england_raw/TF5401sw_P_12535_20220127_20220130.copc.laz,True,19.93,5308349,True,/data/england_tiles/train/EN_TF5401sw_P_12535_20220127_20220130/_scene_EN_TF5401sw_P_12535_20220127_20220130.npz,True,train,1000,1000,989836,0.9898,16,554000.0,301000.0,554500.0,301500.0,52.587173,0.275452,0.5
EN_TF5402sw_P_12535_20220127_20220130,TF,TF5402sw,/data/data/england_raw/TF5402sw_P_12535_20220127_20220130.copc.laz,True,0.61,194240,True,/data/england_tiles/train/EN_TF5402sw_P_12535_20220127_20220130/_scene_EN_TF5402sw_P_12535_20220127_20220130.npz,True,train,253,549,59416,0.4278,3,554144.0,302000.0,554418.5,302126.5,52.594469,0.276291,0.5
EN_TF5424_P_12489_20220105_20220105,TF,TF5424,/data/data/england_raw/TF5424_P_12489_20220105_20220105.copc.laz,True,25.86,5190700,True,/data/england_tiles/train/EN_TF5424_P_12489_20220105_20220105/_scene_EN_TF5424_P_12489_20220105_20220105.npz,True,train,3076,4000,4453603,0.362,149,554000.0,324462.0,556000.0,326000.0,52.802368,0.2978,0.5
EN_TF5426_P_12489_20220105_20220105,TF,TF5426,/data/data/england_raw/TF5426_P_12489_20220105_20220105.copc.laz,True,46.76,11412871,True,/data/england_tiles/train/EN_TF5426_P_12489_20220105_20220105/_scene_EN_TF5426_P_12489_20220105_20220105.npz,True,train,4000,4000,9396541,0.5873,256,554000.0,326000.0,556000.0,328000.0,52.818257,0.298638,0.5
EN_TF5428_P_12489_20220105_20220105,TF,TF5428,/data/data/england_raw/TF5428_P_12489_20220105_20220105.copc.laz,True,44.8,12220187,True,/data/england_tiles/train/EN_TF5428_P_12489_20220105_20220105/_scene_EN_TF5428_P_12489_20220105_20220105.npz,True,train,4000,4000,9903034,0.6189,256,554000.0,328000.0,556000.0,330000.0,52.836221,0.299587,0.5
EN_TF5430_P_12489_20220105_20220105,TF,TF5430,/data/data/england_raw/TF5430_P_12489_20220105_20220105.copc.laz,True,30.92,8007230,True,/data/england_tiles/train/EN_TF5430_P_12489_20220105_20220105/_scene_EN_TF5430_P_12489_20220105_20220105.npz,True,train,4000,4000,7158307,0.4474,256,554000.0,330000.0,556000.0,332000.0,52.854186,0.300536,0.5
EN_TF5430_P_12836_20221125_20221125,TF,TF5430,/data/data/england_raw/TF5430_P_12836_20221125_20221125.copc.laz,True,0.86,278712,True,/data/england_tiles/train/EN_TF5430_P_12836_20221125_20221125/_scene_EN_TF5430_P_12836_20221125_20221125.npz,True,train,1067,1663,254360,0.1433,17,555168.5,331466.5,556000.0,332000.0,52.860603,0.309555,0.5
EN_TF5432_P_12836_20221125_20221125,TF,TF5432,/data/data/england_raw/TF5432_P_12836_20221125_20221125.copc.laz,True,14.77,4161424,True,/data/england_tiles/test/EN_TF5432_P_12836_20221125_20221125/_scene_EN_TF5432_P_12836_20221125_20221125.npz,True,test,4000,4000,3751957,0.2345,161,554000.0,332000.0,556000.0,334000.0,52.87215,0.301487,0.5
EN_TF5434_P_12489_20220105_20220105,TF,TF5434,/data/data/england_raw/TF5434_P_12489_20220105_20220105.copc.laz,True,29.17,5283608,True,/data/england_tiles/test/EN_TF5434_P_12489_20220105_20220105/_scene_EN_TF5434_P_12489_20220105_20220105.npz,True,test,4000,4000,5099714,0.3187,256,554000.0,334000.0,556000.0,336000.0,52.890114,0.302439,0.5
EN_TF5434_P_12836_20221125_20221125,TF,TF5434,/data/data/england_raw/TF5434_P_12836_20221125_20221125.copc.laz,True,17.89,4075296,True,/data/england_tiles/train/EN_TF5434_P_12836_20221125_20221125/_scene_EN_TF5434_P_12836_20221125_20221125.npz,True,train,4000,3972,3880317,0.2442,196,554014.0,334000.0,556000.0,336000.0,52.890112,0.302543,0.5
EN_TF5438_P_12489_20220105_20220105,TF,TF5438,/data/data/england_raw/TF5438_P_12489_20220105_20220105.copc.laz,True,37.41,6434915,True,/data/england_tiles/train/EN_TF5438_P_12489_20220105_20220105/_scene_EN_TF5438_P_12489_20220105_20220105.npz,True,train,4000,4000,6167509,0.3855,256,554000.0,338000.0,556000.0,340000.0,52.926042,0.304345,0.5
EN_TF5440_P_12489_20220105_20220105,TF,TF5440,/data/data/england_raw/TF5440_P_12489_20220105_20220105.copc.laz,True,16.5,3021660,True,/data/england_tiles/train/EN_TF5440_P_12489_20220105_20220105/_scene_EN_TF5440_P_12489_20220105_20220105.npz,True,train,3063,4000,2907146,0.2373,127,554000.0,340000.0,556000.0,341531.5,52.941902,0.305188,0.5
EN_TF5454_P_12834_20221125_20221125,TF,TF5454,/data/data/england_raw/TF5454_P_12834_20221125_20221125.copc.laz,True,0.5,143993,True,/data/england_tiles/train/EN_TF5454_P_12834_20221125_20221125/_scene_EN_TF5454_P_12834_20221125_20221125.npz,True,train,1184,555,123625,0.1881,13,555722.5,355408.0,556000.0,356000.0,53.075825,0.325196,0.5
EN_TF5456_P_12607_20220416_20220421,TF,TF5456,/data/data/england_raw/TF5456_P_12607_20220416_20220421.copc.laz,True,7.58,1494604,True,/data/england_tiles/train/EN_TF5456_P_12607_20220416_20220421/_scene_EN_TF5456_P_12607_20220416_20220421.npz,True,train,1548,2427,1358463,0.3616,62,554786.5,357226.0,556000.0,358000.0,53.093107,0.319138,0.5
EN_TF5458_P_12607_20220416_20220421,TF,TF5458,/data/data/england_raw/TF5458_P_12607_20220416_20220421.copc.laz,True,16.47,3301179,True,/data/england_tiles/train/EN_TF5458_P_12607_20220416_20220421/_scene_EN_TF5458_P_12607_20220416_20220421.npz,True,train,4000,2236,2982022,0.3334,133,554882.0,358000.0,556000.0,360000.0,53.105551,0.320521,0.5
EN_TF5462_P_12607_20220416_20220421,TF,TF5462,/data/data/england_raw/TF5462_P_12607_20220416_20220421.copc.laz,True,2.31,413390,True,/data/england_tiles/train/EN_TF5462_P_12607_20220416_20220421/_scene_EN_TF5462_P_12607_20220416_20220421.npz,True,train,828,1295,368267,0.3434,24,555352.5,362000.0,556000.0,362414.0,53.134286,0.325586,0.5
EN_TF5470_P_12607_20220416_20220421,TF,TF5470,/data/data/england_raw/TF5470_P_12607_20220416_20220421.copc.laz,True,4.51,785534,True,/data/england_tiles/train/EN_TF5470_P_12607_20220416_20220421/_scene_EN_TF5470_P_12607_20220416_20220421.npz,True,train,3327,1198,671562,0.1685,39,555401.0,370336.5,556000.0,372000.0,53.214764,0.330307,0.5
EN_TF5470_P_12834_20221125_20221125,TF,TF5470,/data/data/england_raw/TF5470_P_12834_20221125_20221125.copc.laz,True,0.39,90339,True,/data/england_tiles/train/EN_TF5470_P_12834_20221125_20221125/_scene_EN_TF5470_P_12834_20221125_20221125.npz,True,train,899,374,61886,0.1841,6,555813.0,371550.5,556000.0,372000.0,53.220156,0.333686,0.5
EN_TF5472_P_12607_20220416_20220421,TF,TF5472,/data/data/england_raw/TF5472_P_12607_20220416_20220421.copc.laz,True,19.42,3402743,True,/data/england_tiles/train/EN_TF5472_P_12607_20220416_20220421/_scene_EN_TF5472_P_12607_20220416_20220421.npz,True,train,4000,2686,3021434,0.2812,134,554657.0,372000.0,556000.0,374000.0,53.231325,0.325633,0.5
EN_TF5474_P_12607_20220416_20220421,TF,TF5474,/data/data/england_raw/TF5474_P_12607_20220416_20220421.copc.laz,True,35.8,6445687,True,/data/england_tiles/train/EN_TF5474_P_12607_20220416_20220421/_scene_EN_TF5474_P_12607_20220416_20220421.npz,True,train,4000,4000,5618554,0.3512,223,554000.0,374000.0,556000.0,376000.0,53.249384,0.321688,0.5
EN_TF5476_P_12607_20220416_20220421,TF,TF5476,/data/data/england_raw/TF5476_P_12607_20220416_20220421.copc.laz,True,38.63,6910397,True,/data/england_tiles/train/EN_TF5476_P_12607_20220416_20220421/_scene_EN_TF5476_P_12607_20220416_20220421.npz,True,train,4000,4000,6115552,0.3822,244,554000.0,376000.0,556000.0,378000.0,53.267346,0.322661,0.5
